locus_tag	ftype	length_bp	gene	EC_number	COG	product
DMAJDCCL_04331	CDS	963				hypothetical protein
DMAJDCCL_04332	CDS	426				hypothetical protein
DMAJDCCL_04333	CDS	255				hypothetical protein
DMAJDCCL_04334	CDS	420				hypothetical protein
DMAJDCCL_04335	CDS	234				hypothetical protein
DMAJDCCL_04336	CDS	339				hypothetical protein
DMAJDCCL_04337	CDS	195				hypothetical protein
DMAJDCCL_04338	CDS	189				hypothetical protein
DMAJDCCL_04339	CDS	192				hypothetical protein
DMAJDCCL_04340	CDS	2472				hypothetical protein
DMAJDCCL_04341	CDS	1131				hypothetical protein
DMAJDCCL_04342	CDS	639	ompW		COG3047	Outer membrane protein W
DMAJDCCL_04343	CDS	744				hypothetical protein
DMAJDCCL_04344	CDS	540	yciB		COG2917	putative intracellular septation protein A
DMAJDCCL_04345	CDS	399		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
DMAJDCCL_04346	CDS	735	tonB		COG0810	Protein TonB
DMAJDCCL_04347	CDS	393				hypothetical protein
DMAJDCCL_04348	CDS	1254	kch		COG1226	Voltage-gated potassium channel Kch
DMAJDCCL_04349	CDS	1461	clsA	2.7.8.-	COG1502	Cardiolipin synthase A
DMAJDCCL_04350	CDS	330				hypothetical protein
DMAJDCCL_04351	CDS	1005	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DMAJDCCL_04352	CDS	1014	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
DMAJDCCL_04353	CDS	909	oppC		COG1173	Oligopeptide transport system permease protein OppC
DMAJDCCL_04354	CDS	921	oppB		COG0601	Oligopeptide transport system permease protein OppB
DMAJDCCL_04355	CDS	1677	oppA		COG4166	Periplasmic oligopeptide-binding protein
DMAJDCCL_04356	CDS	162				hypothetical protein
DMAJDCCL_04357	CDS	156				hypothetical protein
DMAJDCCL_04358	CDS	648				hypothetical protein
DMAJDCCL_04359	CDS	2676	adhE		COG1012	Aldehyde-alcohol dehydrogenase
DMAJDCCL_04360	CDS	186			COG3385	IS4 family transposase ISCro3
DMAJDCCL_04361	CDS	231				hypothetical protein
DMAJDCCL_04362	CDS	510				hypothetical protein
DMAJDCCL_04363	CDS	618	tdk	2.7.1.21	COG1435	Thymidine kinase
DMAJDCCL_04364	CDS	414	hns		COG2916	DNA-binding protein H-NS
DMAJDCCL_04365	CDS	909	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
DMAJDCCL_04366	CDS	1014	rssB		COG0784	Regulator of RpoS
DMAJDCCL_04367	CDS	945			COG1752	putative NTE family protein
DMAJDCCL_04368	CDS	459				hypothetical protein
DMAJDCCL_04369	CDS	843	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
DMAJDCCL_04370	tRNA	85				tRNA-Tyr(gta)
DMAJDCCL_04371	tRNA	85				tRNA-Tyr(gta)
DMAJDCCL_04372	CDS	678	narI	1.7.5.1	COG2181	Respiratory nitrate reductase 1 gamma chain
DMAJDCCL_04373	CDS	711	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
DMAJDCCL_04374	CDS	1539	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
DMAJDCCL_04375	CDS	3744	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
DMAJDCCL_04376	CDS	1392	narK		COG2223	Nitrate/nitrite transporter NarK
DMAJDCCL_04377	CDS	219				hypothetical protein
DMAJDCCL_04378	CDS	1797	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
DMAJDCCL_04379	CDS	651	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
DMAJDCCL_04380	CDS	1395				Invasin
DMAJDCCL_04381	CDS	354	ychN		COG1553	Protein YchN
DMAJDCCL_04382	CDS	717	chaC	4.3.2.7	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
DMAJDCCL_04383	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
DMAJDCCL_04384	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
DMAJDCCL_04385	CDS	108	ldrA_1			Small toxic polypeptide LdrA
DMAJDCCL_04386	CDS	108	ldrA_2			Small toxic polypeptide LdrA
DMAJDCCL_04387	CDS	108	ldrA_3			Small toxic polypeptide LdrA
DMAJDCCL_04388	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
DMAJDCCL_04389	CDS	810				hypothetical protein
DMAJDCCL_04390	CDS	393	ychQ		COG3094	Protein YchQ
DMAJDCCL_04391	CDS	834	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
DMAJDCCL_04392	CDS	1083	prfA		COG0216	Peptide chain release factor RF1
DMAJDCCL_04393	CDS	1257	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
DMAJDCCL_04394	CDS	624	lolB		COG3017	Outer-membrane lipoprotein LolB
DMAJDCCL_04395	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
DMAJDCCL_04396	CDS	1014	prs_2	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
DMAJDCCL_04397	CDS	1653	dauA		COG0659	C4-dicarboxylic acid transporter DauA
DMAJDCCL_04398	CDS	279				hypothetical protein
DMAJDCCL_04399	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
DMAJDCCL_04400	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
DMAJDCCL_04401	CDS	180				hypothetical protein
DMAJDCCL_04402	CDS	2868				hypothetical protein
DMAJDCCL_04403	CDS	1920	dhaR		COG3284	PTS-dependent dihydroxyacetone kinase operon regulatory protein
DMAJDCCL_04404	CDS	1071	dhaK	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
DMAJDCCL_04405	CDS	633	dhaL	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
DMAJDCCL_04406	CDS	1419	dhaM	2.7.1.121	COG1080	PEP-dependent dihydroxyacetone kinase, phosphoryl donor subunit DhaM
DMAJDCCL_04407	CDS	1698	treA	3.2.1.28	COG1626	Periplasmic trehalase
DMAJDCCL_04408	CDS	441				hypothetical protein
DMAJDCCL_04409	CDS	255				hypothetical protein
DMAJDCCL_04410	CDS	735	ycgR		COG5581	Flagellar brake protein YcgR
DMAJDCCL_04411	CDS	612	emtA	4.2.2.-	COG0741	Endo-type membrane-bound lytic murein transglycosylase A
DMAJDCCL_04412	CDS	915	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
DMAJDCCL_04413	CDS	1737	cvrA		COG3263	K(+)/H(+) antiporter NhaP2
DMAJDCCL_04414	CDS	150				hypothetical protein
DMAJDCCL_04415	CDS	1071	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
DMAJDCCL_04416	CDS	1299	dadA	1.4.99.-	COG0665	D-amino acid dehydrogenase
DMAJDCCL_04417	CDS	1533				hypothetical protein
DMAJDCCL_04418	CDS	720	fadR		COG2186	Fatty acid metabolism regulator protein
DMAJDCCL_04419	CDS	1542	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
DMAJDCCL_04420	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
DMAJDCCL_04421	CDS	1269	umuC_1		COG0389	Protein UmuC
DMAJDCCL_04422	CDS	420	umuD_1	3.4.21.-	COG1974	Protein UmuD
DMAJDCCL_04423	CDS	111	hlyE_1			Hemolysin E, chromosomal
DMAJDCCL_04424	CDS	303	hlyE_2			Hemolysin E, chromosomal
DMAJDCCL_04425	CDS	261	hlyE_3			Hemolysin E, chromosomal
DMAJDCCL_04426	CDS	570				hypothetical protein
DMAJDCCL_04427	CDS	660	ycgM		COG0179	putative protein YcgM
DMAJDCCL_04428	CDS	294	ycgL		COG3100	Protein YcgL
DMAJDCCL_04429	CDS	402	pliG			Inhibitor of g-type lysozyme
DMAJDCCL_04430	CDS	369				hypothetical protein
DMAJDCCL_04431	CDS	696	minC		COG0850	Septum site-determining protein MinC
DMAJDCCL_04432	CDS	813	minD		COG2894	Septum site-determining protein MinD
DMAJDCCL_04433	CDS	267	minE		COG0851	Cell division topological specificity factor
DMAJDCCL_04434	CDS	327				putative autotransporter
DMAJDCCL_04435	CDS	285				hypothetical protein
DMAJDCCL_04436	CDS	330	ymgD			putative protein YmgD
DMAJDCCL_04437	CDS	2322				hypothetical protein
DMAJDCCL_04438	CDS	210				hypothetical protein
DMAJDCCL_04439	CDS	219	ymgF			Inner membrane protein YmgF
DMAJDCCL_04440	CDS	1524	pdeG	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
DMAJDCCL_04441	CDS	249	ymgC			putative protein YmgC
DMAJDCCL_04442	CDS	267	ariR			putative two-component-system connector protein AriR
DMAJDCCL_04443	CDS	237	ycgZ			putative two-component-system connector protein YcgZ
DMAJDCCL_04444	CDS	1212	bluF			Blue light- and temperature-regulated antirepressor BluF
DMAJDCCL_04445	CDS	732	bluR		COG0789	HTH-type transcriptional repressor BluR
DMAJDCCL_04446	CDS	405	ydfO_2		COG5562	putative protein YdfO
DMAJDCCL_04447	CDS	1251	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
DMAJDCCL_04448	CDS	654	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
DMAJDCCL_04449	CDS	462	nudJ	3.6.1.-	COG0494	Phosphatase NudJ
DMAJDCCL_04450	CDS	1107	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
DMAJDCCL_04451	CDS	642	hflD		COG2915	High frequency lysogenization protein HflD
DMAJDCCL_04452	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
DMAJDCCL_04453	CDS	672	phoP			Transcriptional regulatory protein PhoP
DMAJDCCL_04454	CDS	1461	phoQ	2.7.13.3	COG0642	Sensor protein PhoQ
DMAJDCCL_04455	CDS	1122	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
DMAJDCCL_04456	CDS	1230	pepT	3.4.11.4	COG2195	Peptidase T
DMAJDCCL_04457	CDS	1137	potA_3	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
DMAJDCCL_04458	CDS	858	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
DMAJDCCL_04459	CDS	795	ydcV_3			Inner membrane ABC transporter permease protein YdcV
DMAJDCCL_04460	CDS	1047	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
DMAJDCCL_04461	CDS	462	ymfA			Inner membrane protein YmfA
DMAJDCCL_04462	CDS	711	ycfZ			Inner membrane protein YcfZ
DMAJDCCL_04463	CDS	822	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
DMAJDCCL_04464	CDS	912	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
DMAJDCCL_04465	CDS	1239	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
DMAJDCCL_04466	CDS	702	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
DMAJDCCL_04467	CDS	1200	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
DMAJDCCL_04468	CDS	1074	ycfT		COG4763	Inner membrane protein YcfT
DMAJDCCL_04469	CDS	3495	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
DMAJDCCL_04470	CDS	960	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
DMAJDCCL_04471	CDS	258	bhsA_3			Multiple stress resistance protein BhsA
DMAJDCCL_04472	CDS	696	comR			HTH-type transcriptional repressor ComR
DMAJDCCL_04473	CDS	540				hypothetical protein
DMAJDCCL_04474	CDS	1305	ndh	1.6.99.3	COG1252	NADH dehydrogenase
DMAJDCCL_04475	CDS	543				hypothetical protein
DMAJDCCL_04476	CDS	1026	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
DMAJDCCL_04477	CDS	825	thiK	2.7.1.89	COG0510	Thiamine kinase
DMAJDCCL_04478	CDS	642	lpoB		COG3417	Penicillin-binding protein activator LpoB
DMAJDCCL_04479	CDS	378				hypothetical protein
DMAJDCCL_04480	CDS	360	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
DMAJDCCL_04481	CDS	2190	fhuE		COG4773	FhuE receptor
DMAJDCCL_04482	CDS	1434	ptsG_2		COG1263	PTS system glucose-specific EIICB component
DMAJDCCL_04483	CDS	798	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
DMAJDCCL_04484	CDS	1005	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
DMAJDCCL_04485	CDS	642	tmk_2	2.7.4.9	COG0125	Thymidylate kinase
DMAJDCCL_04486	CDS	1023	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
DMAJDCCL_04487	CDS	810	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
DMAJDCCL_04488	CDS	1242	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
DMAJDCCL_04489	CDS	237	acpP_2			Acyl carrier protein
DMAJDCCL_04490	CDS	735	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DMAJDCCL_04491	CDS	930	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
DMAJDCCL_04492	CDS	954	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
DMAJDCCL_04493	CDS	1041	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
DMAJDCCL_04494	CDS	174	rpmF		COG0333	50S ribosomal protein L32
DMAJDCCL_04495	CDS	522	yceD_1		COG1399	Large ribosomal RNA subunit accumulation protein YceD
DMAJDCCL_04496	CDS	624	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
DMAJDCCL_04497	CDS	960	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
DMAJDCCL_04498	CDS	3186	rne	3.1.26.12	COG1530	Ribonuclease E
DMAJDCCL_04499	CDS	954	flgL		COG1344	Flagellar hook-associated protein 3
DMAJDCCL_04500	CDS	1644	flgK		COG1256	Flagellar hook-associated protein 1
DMAJDCCL_04501	CDS	942	flgJ	3.2.1.-	COG1705	Peptidoglycan hydrolase FlgJ
DMAJDCCL_04502	CDS	1098	flgI			Flagellar P-ring protein
DMAJDCCL_04503	CDS	699	flgH			Flagellar L-ring protein
DMAJDCCL_04504	CDS	783	flgG		COG4786	Flagellar basal-body rod protein FlgG
DMAJDCCL_04505	CDS	756	flgF		COG4787	Flagellar basal-body rod protein FlgF
DMAJDCCL_04506	CDS	1206	flgE		COG1749	Flagellar hook protein FlgE
DMAJDCCL_04507	CDS	696	flgD		COG1843	Basal-body rod modification protein FlgD
DMAJDCCL_04508	CDS	405	flgC		COG1558	Flagellar basal-body rod protein FlgC
DMAJDCCL_04509	CDS	417	flgB		COG1815	Flagellar basal body rod protein FlgB
DMAJDCCL_04510	CDS	660	flgA		COG1261	Flagella basal body P-ring formation protein FlgA
DMAJDCCL_04511	CDS	294	flgM		COG2747	Negative regulator of flagellin synthesis
DMAJDCCL_04512	CDS	417	flgN		COG3418	Flagella synthesis protein FlgN
DMAJDCCL_04513	CDS	1536	murJ		COG0728	Lipid II flippase MurJ
DMAJDCCL_04514	CDS	924	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
DMAJDCCL_04515	CDS	648				hypothetical protein
DMAJDCCL_04516	CDS	585	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
DMAJDCCL_04517	CDS	1209	mdtH			Multidrug resistance protein MdtH
DMAJDCCL_04518	CDS	648	grxB		COG2999	Glutaredoxin 2
DMAJDCCL_04519	CDS	561	yceB			putative lipoprotein YceB
DMAJDCCL_04520	CDS	1047	pyrC	3.5.2.3	COG0418	Dihydroorotase
DMAJDCCL_04521	CDS	246	dinI_2			DNA damage-inducible protein I
DMAJDCCL_04522	CDS	255	bssS			Biofilm regulator BssS
DMAJDCCL_04523	CDS	1119	solA	1.5.3.-	COG0665	N-methyl-L-tryptophan oxidase
DMAJDCCL_04524	CDS	114	yceO			putative protein YceO
DMAJDCCL_04525	CDS	567	yceJ		COG3038	Cytochrome b561 
DMAJDCCL_04526	CDS	576	yceI		COG2353	Protein YceI
DMAJDCCL_04527	CDS	1053				hypothetical protein
DMAJDCCL_04528	CDS	921	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
DMAJDCCL_04529	CDS	1227	sbnD			Staphyloferrin B transporter
DMAJDCCL_04530	CDS	375				hypothetical protein
DMAJDCCL_04531	CDS	228				hypothetical protein
DMAJDCCL_04532	CDS	2514	mdoH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
DMAJDCCL_04533	CDS	1503	mdoG		COG3131	Glucans biosynthesis protein G
DMAJDCCL_04534	CDS	1158	mdoC	2.1.-.-		Glucans biosynthesis protein C
DMAJDCCL_04535	CDS	1482	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
DMAJDCCL_04536	CDS	534	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
DMAJDCCL_04537	CDS	333	csgC			Curli assembly protein CsgC
DMAJDCCL_04538	CDS	456	csgA			Major curlin subunit
DMAJDCCL_04539	CDS	456	csgB			Minor curlin subunit
DMAJDCCL_04540	CDS	651	csgD		COG2771	CsgBAC operon transcriptional regulatory protein
DMAJDCCL_04541	CDS	390	csgE			Curli production assembly/transport component CsgE
DMAJDCCL_04542	CDS	417	csgF			Curli production assembly/transport component CsgF
DMAJDCCL_04543	CDS	834	csgG		COG1462	Curli production assembly/transport component CsgG
DMAJDCCL_04544	CDS	522	ycdZ			Inner membrane protein YcdZ
DMAJDCCL_04545	CDS	555	ycdY		COG3381	Chaperone protein YcdY
DMAJDCCL_04546	CDS	738	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
DMAJDCCL_04547	CDS	939	ghrA	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
DMAJDCCL_04548	tRNA	88				tRNA-Ser(gga)
DMAJDCCL_04549	CDS	843				hypothetical protein
DMAJDCCL_04550	CDS	198				hypothetical protein
DMAJDCCL_04551	CDS	492				hypothetical protein
DMAJDCCL_04552	CDS	375	cbtA_4			Cytoskeleton-binding toxin CbtA
DMAJDCCL_04553	CDS	354	cbeA_4			Cytoskeleton bundling-enhancing antitoxin CbeA
DMAJDCCL_04554	CDS	222				hypothetical protein
DMAJDCCL_04555	CDS	477				hypothetical protein
DMAJDCCL_04556	CDS	474	klcA_4			Antirestriction protein KlcA
DMAJDCCL_04557	CDS	246				hypothetical protein
DMAJDCCL_04558	CDS	822				hypothetical protein
DMAJDCCL_04559	CDS	411				hypothetical protein
DMAJDCCL_04560	CDS	684				hypothetical protein
DMAJDCCL_04561	CDS	1071				hypothetical protein
DMAJDCCL_04562	CDS	906				hypothetical protein
DMAJDCCL_04563	CDS	2397	der_2			GTPase Der
DMAJDCCL_04564	CDS	1275	flu_3		COG3468	Antigen 43
DMAJDCCL_04565	CDS	579	flu_4		COG3468	Antigen 43
DMAJDCCL_04566	CDS	873	era_6			GTPase Era
DMAJDCCL_04567	CDS	159				hypothetical protein
DMAJDCCL_04568	CDS	90				hypothetical protein
DMAJDCCL_04569	CDS	426				hypothetical protein
DMAJDCCL_04570	CDS	1242				hypothetical protein
DMAJDCCL_04571	CDS	576	yceD_2		COG2310	General stress protein 16U
DMAJDCCL_04572	CDS	579	yceD_3		COG2310	General stress protein 16U
DMAJDCCL_04573	CDS	1041	alx_2		COG0861	Putative membrane-bound redox modulator Alx
DMAJDCCL_04574	CDS	456				hypothetical protein
DMAJDCCL_04575	CDS	1158				hypothetical protein
DMAJDCCL_04576	CDS	582	yceD_4		COG2310	General stress protein 16U
DMAJDCCL_04577	CDS	1059				hypothetical protein
DMAJDCCL_04578	CDS	1143				hypothetical protein
DMAJDCCL_04579	CDS	774				hypothetical protein
DMAJDCCL_04580	CDS	1080	stiP	3.4.22.-		Cysteine protease StiP
DMAJDCCL_04581	CDS	957				hypothetical protein
DMAJDCCL_04582	CDS	1209				hypothetical protein
DMAJDCCL_04583	CDS	468				hypothetical protein
DMAJDCCL_04584	CDS	639				hypothetical protein
DMAJDCCL_04585	CDS	639	yceD_5		COG2310	General stress protein 16U
DMAJDCCL_04586	CDS	639				hypothetical protein
DMAJDCCL_04587	CDS	1041				hypothetical protein
DMAJDCCL_04588	CDS	1638				hypothetical protein
DMAJDCCL_04589	CDS	1500				hypothetical protein
DMAJDCCL_04590	CDS	669				hypothetical protein
DMAJDCCL_04591	CDS	246				IS200/IS605 family transposase IS200G
DMAJDCCL_04592	CDS	939	yjiE_2			HTH-type transcriptional regulator YjiE
DMAJDCCL_04593	CDS	720		5.1.1.13		Aspartate racemase
DMAJDCCL_04594	CDS	1299	dcuA_2		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
DMAJDCCL_04595	CDS	714				IS3 family transposase ISSd1
DMAJDCCL_04596	CDS	210			COG1662	IS1 family transposase IS1X2
DMAJDCCL_04597	CDS	294				hypothetical protein
DMAJDCCL_04598	CDS	120				hypothetical protein
DMAJDCCL_04599	CDS	1098	cysH_2	1.8.4.8		Phosphoadenosine phosphosulfate reductase
DMAJDCCL_04600	CDS	2682	recD_2	3.1.11.5		RecBCD enzyme subunit RecD
DMAJDCCL_04601	CDS	576				hypothetical protein
DMAJDCCL_04602	CDS	234				hypothetical protein
DMAJDCCL_04603	CDS	624				hypothetical protein
DMAJDCCL_04604	CDS	510				hypothetical protein
DMAJDCCL_04605	CDS	459				hypothetical protein
DMAJDCCL_04606	CDS	324				hypothetical protein
DMAJDCCL_04607	CDS	2103	ltxB	7.4.2.5	COG2274	Leukotoxin export ATP-binding protein LtxB
DMAJDCCL_04608	CDS	1275	cvaA		COG0845	Colicin V secretion protein CvaA
DMAJDCCL_04609	CDS	453				hypothetical protein
DMAJDCCL_04610	CDS	1551				hypothetical protein
DMAJDCCL_04611	CDS	90				hypothetical protein
DMAJDCCL_04612	CDS	210	mchI			Microcin H47 immunity protein MchI
DMAJDCCL_04613	CDS	162				hypothetical protein
DMAJDCCL_04614	CDS	246				hypothetical protein
DMAJDCCL_04615	CDS	435				hypothetical protein
DMAJDCCL_04616	CDS	96				hypothetical protein
DMAJDCCL_04617	CDS	981			COG3039	IS5 family transposase ISKpn26
DMAJDCCL_04618	CDS	1275	fes_1		COG2382	Enterochelin esterase
DMAJDCCL_04619	CDS	1125	elmGT	2.4.1.331		Elloramycin glycosyltransferase ElmGT
DMAJDCCL_04620	CDS	198				hypothetical protein
DMAJDCCL_04621	CDS	273				hypothetical protein
DMAJDCCL_04622	CDS	180				hypothetical protein
DMAJDCCL_04623	CDS	195				hypothetical protein
DMAJDCCL_04624	CDS	129				hypothetical protein
DMAJDCCL_04625	CDS	219				hypothetical protein
DMAJDCCL_04626	CDS	2091	cirA_2		COG4771	Colicin I receptor
DMAJDCCL_04627	CDS	405				hypothetical protein
DMAJDCCL_04628	CDS	348				hypothetical protein
DMAJDCCL_04629	CDS	933				IS66 family transposase ISEc22
DMAJDCCL_04630	CDS	189				hypothetical protein
DMAJDCCL_04631	CDS	2361				hypothetical protein
DMAJDCCL_04632	CDS	564				hypothetical protein
DMAJDCCL_04633	CDS	1836				hypothetical protein
DMAJDCCL_04634	CDS	288				hypothetical protein
DMAJDCCL_04635	CDS	1530				hypothetical protein
DMAJDCCL_04636	CDS	1218	intA_3		COG0582	Prophage integrase IntA
DMAJDCCL_04637	CDS	987				hypothetical protein
DMAJDCCL_04638	CDS	492				hypothetical protein
DMAJDCCL_04639	CDS	300				IS3 family transposase IS3
DMAJDCCL_04640	CDS	867				IS3 family transposase IS3
DMAJDCCL_04641	CDS	1359	dgcT	2.7.7.65		putative diguanylate cyclase DgcT
DMAJDCCL_04642	CDS	2424	pgaA			Poly-beta-1,6-N-acetyl-D-glucosamine export protein
DMAJDCCL_04643	CDS	2019	pgaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
DMAJDCCL_04644	CDS	1326	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
DMAJDCCL_04645	CDS	414	pgaD			Biofilm PGA synthesis protein PgaD
DMAJDCCL_04646	CDS	789	phoH		COG1702	Protein PhoH
DMAJDCCL_04647	CDS	297				hypothetical protein
DMAJDCCL_04648	CDS	1272	efeB	1.11.1.-	COG2837	Deferrochelatase/peroxidase EfeB
DMAJDCCL_04649	CDS	1128	efeO		COG2822	Iron uptake system component EfeO
DMAJDCCL_04650	CDS	831	efeU		COG0672	Ferrous iron permease EfeU
DMAJDCCL_04651	CDS	1509	putP		COG0591	Sodium/proline symporter
DMAJDCCL_04652	CDS	210				hypothetical protein
DMAJDCCL_04653	CDS	3963	putA		COG0506	Bifunctional protein PutA
DMAJDCCL_04654	CDS	639	rutR		COG1309	HTH-type transcriptional regulator RutR
DMAJDCCL_04655	CDS	1092	rutA	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
DMAJDCCL_04656	CDS	696	rutB	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
DMAJDCCL_04657	CDS	387	rutC	1.-.-.-	COG0251	Putative aminoacrylate peracid reductase RutC
DMAJDCCL_04658	CDS	801	rutD	3.5.1.-		Putative aminoacrylate hydrolase RutD
DMAJDCCL_04659	CDS	591	rutE	1.1.1.298	COG0778	putative malonic semialdehyde reductase RutE
DMAJDCCL_04660	CDS	495	rutF	1.5.1.42	COG1853	FMN reductase (NADH) RutF
DMAJDCCL_04661	CDS	1329	rutG		COG2233	Putative pyrimidine permease RutG
DMAJDCCL_04662	CDS	174				hypothetical protein
DMAJDCCL_04663	CDS	117				hypothetical protein
DMAJDCCL_04664	CDS	8382				hypothetical protein
DMAJDCCL_04665	CDS	1266				hypothetical protein
DMAJDCCL_04666	CDS	252				hypothetical protein
DMAJDCCL_04667	CDS	447				hypothetical protein
DMAJDCCL_04668	CDS	657				hypothetical protein
DMAJDCCL_04669	CDS	402				hypothetical protein
DMAJDCCL_04670	CDS	141				hypothetical protein
DMAJDCCL_04671	CDS	735				hypothetical protein
DMAJDCCL_04672	CDS	618				hypothetical protein
DMAJDCCL_04673	CDS	279				hypothetical protein
DMAJDCCL_04674	CDS	1269				hypothetical protein
DMAJDCCL_04675	CDS	1692				hypothetical protein
DMAJDCCL_04676	CDS	513				hypothetical protein
DMAJDCCL_04677	CDS	2193				hypothetical protein
DMAJDCCL_04678	CDS	651				hypothetical protein
DMAJDCCL_04679	CDS	564				hypothetical protein
DMAJDCCL_04680	CDS	462				hypothetical protein
DMAJDCCL_04681	CDS	390				hypothetical protein
DMAJDCCL_04682	CDS	1215				hypothetical protein
DMAJDCCL_04683	CDS	1008				hypothetical protein
DMAJDCCL_04684	CDS	2145				hypothetical protein
DMAJDCCL_04685	CDS	1707				hypothetical protein
DMAJDCCL_04686	CDS	807				hypothetical protein
DMAJDCCL_04687	CDS	552				hypothetical protein
DMAJDCCL_04688	CDS	429				hypothetical protein
DMAJDCCL_04689	CDS	135				hypothetical protein
DMAJDCCL_04690	CDS	570				hypothetical protein
DMAJDCCL_04691	CDS	534	rrrD_5	3.2.1.17	COG3772	Lysozyme RrrD
DMAJDCCL_04692	CDS	216				hypothetical protein
DMAJDCCL_04693	CDS	246				hypothetical protein
DMAJDCCL_04694	CDS	582				hypothetical protein
DMAJDCCL_04695	CDS	462				hypothetical protein
DMAJDCCL_04696	CDS	237				hypothetical protein
DMAJDCCL_04697	CDS	279				hypothetical protein
